CustomerID;Discount coupon
13767;1290
13767;1291
13767;1292
13767;1293
13767;1294
13767;1295
13767;1296
13767;1297
17850;1298
17850;1299
17850;1300
17850;1301
17850;1302
17850;1303
17850;1304
17850;1305
17850;1306
17850;1307
17850;1308
17850;1309
17850;1310
17850;1311
17850;1312
17850;1313
17850;1314
17850;1315
17924;1316
17924;1317
13448;1318
13448;1319
13448;1320
13448;1321
13448;1322
13448;1323
13448;1324
13448;1325
13448;1326
13448;1327
13448;1328
13448;1329
13448;1330
13448;1331
13448;1332
13448;1333
13448;1334
17850;1335
17850;1336
13448;1337
15862;1338
15862;1339
15862;1340
15862;1341
15862;1342
15862;1343
15862;1344
15862;1345
15862;1346
15862;1347
15862;1348
15862;1349
15862;1350
15862;1351
15862;1352
15862;1353
15862;1354
15862;1355
15862;1356
15862;1357
15862;1358
15862;1359
15862;1360
15862;1361
15862;1362
15862;1363
15862;1364
15862;1365
15862;1366
15862;1367
15862;1368
15862;1369
15862;1370
15862;1371
15862;1372
15862;1373
15862;1374
15862;1375
15862;1376
15862;1377
15862;1378
15862;1379
15862;1380
15862;1381
15862;1382
15862;1383
15862;1384
15862;1385
15862;1386
15862;1387
15862;1388
15862;1389
15862;1390
15862;1391
15862;1392
15862;1393
15862;1394
15862;1395
15862;1396
15862;1397
15862;1398
15862;1399
15862;1400
15862;1401
15513;1402
15513;1403
15513;1404
12791;1405
12791;1406
16218;1407
16218;1408
16218;1409
16218;1410
16218;1411
16218;1412
16218;1413
16218;1414
16218;1415
16218;1416
16218;1417
16218;1418
16218;1419
16218;1420
16218;1421
16218;1422
16218;1423
16218;1424
16218;1425
16218;1426
16218;1427
16218;1428
16218;1429
16218;1430
16218;1431
16218;1432
16218;1433
16218;1434
14045;1435
17850;1436
17850;1437
17850;1438
17850;1439
17850;1440
17850;1441
17850;1442
17850;1443
17850;1444
17850;1445
17850;1446
17850;1447
17850;1448
17850;1449
17850;1450
17850;1451
17850;1452
17850;1453
17850;1454
14307;1455
14307;1456
14307;1457
14307;1458
14307;1459
14307;1460
14307;1461
14307;1462
14307;1463
14307;1464
14307;1465
14307;1466
14307;1467
14307;1468
14307;1469
14307;1470
14307;1471
14307;1472
14307;1473
14307;1474
14307;1475
14307;1476
14307;1477
14307;1478
14307;1479
14307;1480
14307;1481
14307;1482
14307;1483
14307;1484
14307;1485
14307;1486
14307;1487
14307;1488
14307;1489
14307;1490
14307;1491
14307;1492
14307;1493
14307;1494
14307;1495
14307;1496
14307;1497
14307;1498
14307;1499
14307;1500
14307;1501
14307;1502
17908;1503
17908;1504
17908;1505
17908;1506
17908;1507
17908;1508
17908;1509
17908;1510
17908;1511
17908;1512
17908;1513
17908;1514
17908;1515
17908;1516
17908;1517
17908;1518
17908;1519
17908;1520
17908;1521
17908;1522
17908;1523
17908;1524
17908;1525
17908;1526
17908;1527
17908;1528
17908;1529
17908;1530
17908;1531
17908;1532
17908;1533
17908;1534
17908;1535
17908;1536
17908;1537
17908;1538
17908;1539
17908;1540
17908;1541
17908;1542
17908;1543
17908;1544
17908;1545
17908;1546
17908;1547
17908;1548
17908;1549
17908;1550
17908;1551
17908;1552
17908;1553
17908;1554
17908;1555
17908;1556
17908;1557
17908;1558
17908;1559
17908;1560
17920;1561
17920;1562
17920;1563
17920;1564
17920;1565
17920;1566
17920;1567
17920;1568
17920;1569
17920;1570
17920;1571
17920;1572
17920;1573
17920;1574
17920;1575
17920;1576
17920;1577
17920;1578
17920;1579
17920;1580
17920;1581
17920;1582
17920;1583
17920;1584
17920;1585
17920;1586
17920;1587
17920;1588
17920;1589
17920;1590
17920;1591
17920;1592
17920;1593
17920;1594
17920;1595
17920;1596
17920;1597
17920;1598
17920;1599
17920;1600
17920;1601
17920;1602
17920;1603
17920;1604
17920;1605
17920;1606
17920;1607
17920;1608
17920;1609
17920;1610
17920;1611
17920;1612
17920;1613
17920;1614
17920;1615
17920;1616
17920;1617
17920;1618
17920;1619
17920;1620
17920;1621
17920;1622
17920;1623
17920;1624
17920;1625
17920;1626
17920;1627
17920;1628
17920;1629
17920;1630
17920;1631
17920;1632
17920;1633
17920;1634
17920;1635
17920;1636
17920;1637
17920;1638
17920;1639
17920;1640
17920;1641
17920;1642
12838;1643
12838;1644
12838;1645
12838;1646
12838;1647
12838;1648
12838;1649
12838;1650
12838;1651
12838;1652
12838;1653
12838;1654
12838;1655
12838;1656
12838;1657
12838;1658
12838;1659
12838;1660
12838;1661
12838;1662
12838;1663
12838;1664
12838;1665
12838;1666
12838;1667
12838;1668
12838;1669
12838;1670
12838;1671
12838;1672
12838;1673
12838;1674
12838;1675
12838;1676
12838;1677
12838;1678
12838;1679
12838;1680
12838;1681
12838;1682
12838;1683
12838;1684
12838;1685
12838;1686
12838;1687
12838;1688
12838;1689
12838;1690
12838;1691
12838;1692
12838;1693
12838;1694
12838;1695
12838;1696
12838;1697
12838;1698
12838;1699
12838;1700
12838;1701
13255;1702
13255;1703
13255;1704
13255;1705
13255;1706
13255;1707
16583;1708
16583;1709
16583;1710
16583;1711
16583;1712
16583;1713
16583;1714
16583;1715
16583;1716
16583;1717
16583;1718
16583;1719
16583;1720
16583;1721
18085;1722
18085;1723
18085;1724
18085;1725
18085;1726
18085;1727
18085;1728
18085;1729
18085;1730
13758;1731
13758;1732
13758;1733
13758;1734
13758;1735
13758;1736
13758;1737
13758;1738
13758;1739
13758;1740
13758;1741
13758;1742
13758;1743
13758;1744
13758;1745
13758;1746
13758;1747
13694;1748
13694;1749
13694;1750
13694;1751
13694;1752
13694;1753
15983;1754
15983;1755
15983;1756
15983;1757
15983;1758
15983;1759
15983;1760
15983;1761
15983;1762
15983;1763
15983;1764
15983;1765
15983;1766
15983;1767
15983;1768
15983;1769
15983;1770
15983;1771
15983;1772
15983;1773
15983;1774
15983;1775
15983;1776
15983;1777
15983;1778
15983;1779
15983;1780
15983;1781
15983;1782
15983;1783
15983;1784
15983;1785
14849;1786
14849;1787
14849;1788
14849;1789
14849;1790
14849;1791
14849;1792
14849;1793
14849;1794
14849;1795
14849;1796
14849;1797
14849;1798
14849;1799
14849;1800
17968;1801
17968;1802
17968;1803
17968;1804
17968;1805
17968;1806
17968;1807
17968;1808
17968;1809
17968;1810
17968;1811
17968;1812
17968;1813
17968;1814
17968;1815
17968;1816
17968;1817
17968;1818
17968;1819
17968;1820
17968;1821
17968;1822
17968;1823
17968;1824
17968;1825
17968;1826
17968;1827
17968;1828
17968;1829
17968;1830
17968;1831
17968;1832
17968;1833
17968;1834
17968;1835
17968;1836
17968;1837
17968;1838
17968;1839
17968;1840
17968;1841
17968;1842
17968;1843
17968;1844
17968;1845
17968;1846
17968;1847
17968;1848
17968;1849
17968;1850
17968;1851
17968;1852
17968;1853
17968;1854
17968;1855
17968;1856
17968;1857
17968;1858
17968;1859
17968;1860
17968;1861
17968;1862
17968;1863
17968;1864
17968;1865
17968;1866
17968;1867
17968;1868
17968;1869
17968;1870
17968;1871
17968;1872
17968;1873
17968;1874
17968;1875
17968;1876
17968;1877
17968;1878
17968;1879
17968;1880
17968;1881
17968;1882
17968;1883
17968;1884
17968;1885
14849;1886
14849;1887
16210;1888
16210;1889
16210;1890
16210;1891
16210;1892
16210;1893
16210;1894
16210;1895
16210;1896
16210;1897
16210;1898
16210;1899
16210;1900
16210;1901
17897;1902
17897;1903
17897;1904
17897;1905
17897;1906
17897;1907
17897;1908
17897;1909
17897;1910
17897;1911
17897;1912
17897;1913
17897;1914
17897;1915
17897;1916
17897;1917
17897;1918
17897;1919
17897;1920
17897;1921
17897;1922
17897;1923
17897;1924
17897;1925
17897;1926
17897;1927
17897;1928
17897;1929
17897;1930
17897;1931
17897;1932
17897;1933
17897;1934
17897;1935
17897;1936
17377;1937
17377;1938
17377;1939
17377;1940
17377;1941
17377;1942
17377;1943
17377;1944
17377;1945
17377;1946
17377;1947
17377;1948
17377;1949
17377;1950
17377;1951
16552;1952
16552;1953
16552;1954
16552;1955
16552;1956
17181;1957
17181;1958
17897;1959
17951;1960
17951;1961
17951;1962
17951;1963
17951;1964
14729;1965
14729;1966
14729;1967
14729;1968
14729;1969
14729;1970
14729;1971
14729;1972
14729;1973
14729;1974
14729;1975
14729;1976
14729;1977
14729;1978
14729;1979
14729;1980
14729;1981
14729;1982
14729;1983
14729;1984
14729;1985
14729;1986
14729;1987
14729;1988
14729;1989
14729;1990
14729;1991
14729;1992
14729;1993
14729;1994
14729;1995
14729;1996
14729;1997
14729;1998
14729;1999
14729;2000
14729;2001
14729;2002
14729;2003
14729;2004
14729;2005
14729;2006
14729;2007
14729;2008
14729;2009
14729;2010
14729;2011
14729;2012
14729;2013
14729;2014
14729;2015
14729;2016
14729;2017
14729;2018
14729;2019
14729;2020
14729;2021
14729;2022
14729;2023
14729;2024
14729;2025
14729;2026
14729;2027
14729;2028
14729;2029
14729;2030
14729;2031
14729;2032
14729;2033
14729;2034
14729;2035
12748;2036
15012;2037
15012;2038
15012;2039
15012;2040
15012;2041
15012;2042
15012;2043
15012;2044
15012;2045
15012;2046
15012;2047
15012;2048
15012;2049
15012;2050
15012;2051
15012;2052
15012;2053
15012;2054
15012;2055
15012;2056
15012;2057
15012;2058
15012;2059
15012;2060
15012;2061
15012;2062
15012;2063
15012;2064
15012;2065
15012;2066
15012;2067
15012;2068
15012;2069
15012;2070
15012;2071
15012;2072
15012;2073
15012;2074
15012;2075
15012;2076
15012;2077
15012;2078
15012;2079
15012;2080
15012;2081
15012;2082
15012;2083
15012;2084
15012;2085
15012;2086
15012;2087
15012;2088
15012;2089
15012;2090
12868;2091
12868;2092
12868;2093
12868;2094
12868;2095
12868;2096
12868;2097
12868;2098
12868;2099
12868;2100
12868;2101
12868;2102
17572;2103
17572;2104
17572;2105
17572;2106
14078;2107
14078;2108
14078;2109
14078;2110
14078;2111
14078;2112
14078;2113
14078;2114
14078;2115
14078;2116
14078;2117
14078;2118
14078;2119
14001;2120
14001;2121
14001;2122
14001;2123
14001;2124
14001;2125
14001;2126
14001;2127
14001;2128
12662;2129
12662;2130
12662;2131
12662;2132
12662;2133
12662;2134
12662;2135
12662;2136
12662;2137
12662;2138
12662;2139
12662;2140
12662;2141
12662;2142
12662;2143
15525;2144
15525;2145
15525;2146
15525;2147
15525;2148
15525;2149
15525;2150
15525;2151
15525;2152
15525;2153
15525;2154
15525;2155
15525;2156
15525;2157
15525;2158
15525;2159
15525;2160
15525;2161
15525;2162
15525;2163
15525;2164
15525;2165
15525;2166
15525;2167
15525;2168
15525;2169
15525;2170
15525;2171
15525;2172
15525;2173
15525;2174
15525;2175
15525;2176
15525;2177
15525;2178
15525;2179
15525;2180
15525;2181
15525;2182
15525;2183
15525;2184
15525;2185
15525;2186
15525;2187
15525;2188
15525;2189
15525;2190
15525;2191
15525;2192
15525;2193
15525;2194
15525;2195
15525;2196
15525;2197
15525;2198
15525;2199
15525;2200
14237;2201
14237;2202
14237;2203
14237;2204
14237;2205
14237;2206
14237;2207
14237;2208
14237;2209
17905;2210
17905;2211
17905;2212
17905;2213
17905;2214
17905;2215
17905;2216
17905;2217
17905;2218
17905;2219
17905;2220
17905;2221
17905;2222
17905;2223
17905;2224
17905;2225
17905;2226
17905;2227
17905;2228
17905;2229
17905;2230
17905;2231
17905;2232
15485;2233
15485;2234
15485;2235
15485;2236
15485;2237
15485;2238
15485;2239
15485;2240
15485;2241
15485;2242
15485;2243
15485;2244
15485;2245
15485;2246
15485;2247
15485;2248
15485;2249
15485;2250
15485;2251
15485;2252
15485;2253
15485;2254
15485;2255
12433;2256
12433;2257
12433;2258
12433;2259
12433;2260
12433;2261
12433;2262
12433;2263
12433;2264
12433;2265
12433;2266
12433;2267
12433;2268
12433;2269
12433;2270
12433;2271
12433;2272
12433;2273
12433;2274
12433;2275
12433;2276
12433;2277
12433;2278
12433;2279
12433;2280
12433;2281
12433;2282
12433;2283
12433;2284
12433;2285
12433;2286
12433;2287
12433;2288
12433;2289
12433;2290
12433;2291
12433;2292
12433;2293
12433;2294
12433;2295
12433;2296
12433;2297
12433;2298
12433;2299
12433;2300
12433;2301
12433;2302
12433;2303
12433;2304
12433;2305
12433;2306
12433;2307
12433;2308
12433;2309
12433;2310
12433;2311
12433;2312
12433;2313
12433;2314
12433;2315
12433;2316
12433;2317
12433;2318
12433;2319
12433;2320
12433;2321
12433;2322
12433;2323
12433;2324
12433;2325
12433;2326
12433;2327
12433;2328
16955;2329
16955;2330
16955;2331
16955;2332
16955;2333
16955;2334
15350;2335
15350;2336
15350;2337
15350;2338
15350;2339
15605;2340
15605;2341
15605;2342
15605;2343
15605;2344
15605;2345
15605;2346
15605;2347
15605;2348
15605;2349
15605;2350
15605;2351
18144;2352
18144;2353
18144;2354
15922;2355
15922;2356
15922;2357
15922;2358
15922;2359
15922;2360
15922;2361
15922;2362
15922;2363
15922;2364
15922;2365
14594;2366
14594;2367
14594;2368
14594;2369
14594;2370
14594;2371
14594;2372
14594;2373
14594;2374
14594;2375
14594;2376
14594;2377
14594;2378
14594;2379
14594;2380
14594;2381
14594;2382
14594;2383
14594;2384
14594;2385
14594;2386
14594;2387
14594;2388
14594;2389
14594;2390
14594;2391
14594;2392
14594;2393
14594;2394
14594;2395
14594;2396
15165;2397
15165;2398
15165;2399
15165;2400
15165;2401
15165;2402
15165;2403
15165;2404
15165;2405
15165;2406
15165;2407
15165;2408
15165;2409
15165;2410
15165;2411
15165;2412
15165;2413
15165;2414
15165;2415
15165;2416
15165;2417
15165;2418
15165;2419
15165;2420
15165;2421
15165;2422
15165;2423
14911;2424
14911;2425
14911;2426
14911;2427
14911;2428
14911;2429
14911;2430
14911;2431
14911;2432
14911;2433
14911;2434
14911;2435
14911;2436
14911;2437
14911;2438
14911;2439
14911;2440
14911;2441
14911;2442
14911;2443
14911;2444
16456;2445
16456;2446
16456;2447
16456;2448
16456;2449
16456;2450
16456;2451
16456;2452
16456;2453
16456;2454
16456;2455
16456;2456
16456;2457
16456;2458
16456;2459
16456;2460
17841;2461
17841;2462
12346;2463
12347;2464
12348;2465
12349;2466
12350;2467
12351;2468
12352;2469
12353;2470
12354;2471
12355;2472
12356;2473
12357;2474
12358;2475
12359;2476
12360;2477
12361;2478
12362;2479
12363;2480
12364;2481
12365;2482
12366;2483
12367;2484
12368;2485
12369;2486
12370;2487
12371;2488
12372;2489
12373;2490
12374;2491
12375;2492
12376;2493
12377;2494
12378;2495
12379;2496
12380;2497
12381;2498
12382;2499
12383;2500
12384;2501
12385;2502
12386;2503
12387;2504
12388;2505
12389;2506
12390;2507
12391;2508
12392;2509
12393;2510
12394;2511
12395;2512
12396;2513
12397;2514
12398;2515
12399;2516
12400;2517
12401;2518
12402;2519
12403;2520
12404;2521
12405;2522
12406;2523
12407;2524
12408;2525
12409;2526
12410;2527
12411;2528
12412;2529
12413;2530
12414;2531
12415;2532
12416;2533
12417;2534
12418;2535
12419;2536
12420;2537
12421;2538
12422;2539
12423;2540
12424;2541
12425;2542
12426;2543
12427;2544
12428;2545
12429;2546
12430;2547
12431;2548
12432;2549
12433;2550
12434;2551
12435;2552
12436;2553
12437;2554
12438;2555
12439;2556
12440;2557
12441;2558
12442;2559
12443;2560
12444;2561
12445;2562
12446;2563
12447;2564
12448;2565
12449;2566
12450;2567
12451;2568
12452;2569
12453;2570
12454;2571
12455;2572
12456;2573
12457;2574
12458;2575
12459;2576
12460;2577
12461;2578
12462;2579
12463;2580
12464;2581
12465;2582
12466;2583
12467;2584
12468;2585
12469;2586
12470;2587
12471;2588
12472;2589
12473;2590
12474;2591
12475;2592
12476;2593
12477;2594
12478;2595
12479;2596
12480;2597
12481;2598
12482;2599
12483;2600
12484;2601
12485;2602
12486;2603
12487;2604
12488;2605
12489;2606
12490;2607
12491;2608
12492;2609
12493;2610
12494;2611
12495;2612
12496;2613
12497;2614
12498;2615
12499;2616
12500;2617
12501;2618
12502;2619
12503;2620
12504;2621
12505;2622
12506;2623
12507;2624
12508;2625
12509;2626
12510;2627
12511;2628
12512;2629
12513;2630
12514;2631
12515;2632
12516;2633
12517;2634
12518;2635
12519;2636
12520;2637
12521;2638
12522;2639
12523;2640
12524;2641
12525;2642
12526;2643
12527;2644
12528;2645
12529;2646
12530;2647
12531;2648
12532;2649
12533;2650
12534;2651
12535;2652
12536;2653
12537;2654
12538;2655
12539;2656
12540;2657
12541;2658
12542;2659
12543;2660
12544;2661
12545;2662
12546;2663
12547;2664
12548;2665
12549;2666
12550;2667
12551;2668
12552;2669
12553;2670
12554;2671
12555;2672
12556;2673
12557;2674
12558;2675
12559;2676
12560;2677
12561;2678
12562;2679
12563;2680
12564;2681
12565;2682
12566;2683
12567;2684
12568;2685
12569;2686
12570;2687
12571;2688
12572;2689
12573;2690
12574;2691
12575;2692
12576;2693
12577;2694
12578;2695
12579;2696
12580;2697
12581;2698
12582;2699
12583;2700
12584;2701
12585;2702
12586;2703
12587;2704
12588;2705
12589;2706
12590;2707
12591;2708
12592;2709
12593;2710
12594;2711
12595;2712
12596;2713
12597;2714
12598;2715
12599;2716
12600;2717
12601;2718
12602;2719
12603;2720
12604;2721
12605;2722
12606;2723
12607;2724
12608;2725
12609;2726
12610;2727
12611;2728
12612;2729
12613;2730
12614;2731
12615;2732
12616;2733
12617;2734
12618;2735
12619;2736
12620;2737
12621;2738
12622;2739
12623;2740
12624;2741
12625;2742
12626;2743
12627;2744
12628;2745
12629;2746
12630;2747
12631;2748
12632;2749
12633;2750
12634;2751
12635;2752
12636;2753
12637;2754
12638;2755
12639;2756
12640;2757
12641;2758
12642;2759
12643;2760
12644;2761
12645;2762
12646;2763
12647;2764
12648;2765
12649;2766
12650;2767
12651;2768
12652;2769
12653;2770
12654;2771
12655;2772
12656;2773
12657;2774
12658;2775
12659;2776
12660;2777
12661;2778
12662;2779
12663;2780
12664;2781
12665;2782
12666;2783
12667;2784
12668;2785
12669;2786
12670;2787
12671;2788
12672;2789
12673;2790
12674;2791
12675;2792
12676;2793
12677;2794
12678;2795
12679;2796
12680;2797
12681;2798
12682;2799
12683;2800
12684;2801
12685;2802
12686;2803
12687;2804
12688;2805
12689;2806
12690;2807
12691;2808
12692;2809
12693;2810
12694;2811
12695;2812
12696;2813
12697;2814
12698;2815
12699;2816
12700;2817
12701;2818
12702;2819
12703;2820
12704;2821
12705;2822
12706;2823
12707;2824
12708;2825
12709;2826
12710;2827
12711;2828
12712;2829
12713;2830
12714;2831
12715;2832
12716;2833
12717;2834
12718;2835
12719;2836
12720;2837
12721;2838
12722;2839
12723;2840
12724;2841
12725;2842
12726;2843
12727;2844
12728;2845
12729;2846
12730;2847
12731;2848
12732;2849
12733;2850
12734;2851
12735;2852
12736;2853
12737;2854
12738;2855
12739;2856
12740;2857
12741;2858
12742;2859
12743;2860
12744;2861
12745;2862
12746;2863
12747;2864
12748;2865
12749;2866
12750;2867
12751;2868
12752;2869
12753;2870
12754;2871
12755;2872
12756;2873
12757;2874
12758;2875
12759;2876
12760;2877
12761;2878
12762;2879
12763;2880
12764;2881
12765;2882
12766;2883
12767;2884
12768;2885
12769;2886
12770;2887
12771;2888
12772;2889
12773;2890
12774;2891
12775;2892
12776;2893
12777;2894
12778;2895
12779;2896
12780;2897
12781;2898
12782;2899
12783;2900
12784;2901
12785;2902
12786;2903
12787;2904
12788;2905
12789;2906
12790;2907
12791;2908
12792;2909
12793;2910
12794;2911
12795;2912
12796;2913
12797;2914
12798;2915
12799;2916
12800;2917
12801;2918
12802;2919
12803;2920
12804;2921
12805;2922
12806;2923
12807;2924
12808;2925
12809;2926
12810;2927
12811;2928
12812;2929
12813;2930
12814;2931
12815;2932
12816;2933
12817;2934
12818;2935
12819;2936
12820;2937
12821;2938
12822;2939
12823;2940
12824;2941
12825;2942
12826;2943
12827;2944
12828;2945
12829;2946
12830;2947
12831;2948
12832;2949
12833;2950
12834;2951
12835;2952
12836;2953
12837;2954
12838;2955
12839;2956
12840;2957
12841;2958
12842;2959
12843;2960
12844;2961
12845;2962
12846;2963
12847;2964
12848;2965
12849;2966
12850;2967
12851;2968
12852;2969
12853;2970
12854;2971
12855;2972
12856;2973
12857;2974
12858;2975
12859;2976
12860;2977
12861;2978
12862;2979
12863;2980
12864;2981
12865;2982
12866;2983
12867;2984
12868;2985
12869;2986
12870;2987
12871;2988
12872;2989
12873;2990
12874;2991
12875;2992
12876;2993
12877;2994
12878;2995
12879;2996
12880;2997
12881;2998
12882;2999
12883;3000
12884;3001
12885;3002
12886;3003
12887;3004
12888;3005
12889;3006
12890;3007
12891;3008
12892;3009
12893;3010
12894;3011
12895;3012
12896;3013
12897;3014
12898;3015
12899;3016
12900;3017
12901;3018
12902;3019
12903;3020
12904;3021
12905;3022
12906;3023
12907;3024
12908;3025
12909;3026
12910;3027
12911;3028
12912;3029
12913;3030
12914;3031
12915;3032
12916;3033
12917;3034
12918;3035
12919;3036
12920;3037
12921;3038
12922;3039
12923;3040
12924;3041
12925;3042
12926;3043
12927;3044
12928;3045
12929;3046
12930;3047
12931;3048
12932;3049
12933;3050
12934;3051
12935;3052
12936;3053
12937;3054
12938;3055
12939;3056
12940;3057
12941;3058
12942;3059
17841;3060
17841;3061
17841;3062
17841;3063
17841;3064
17841;3065
17841;3066
17841;3067
17841;3068
17841;3069
17841;3070
17841;3071
17841;3072
17841;3073
17841;3074
17841;3075
17841;3076
17841;3077
17841;3078
17841;3079
17841;3080
17841;3081
17841;3082
17841;3083
17841;3084
17841;3085
17841;3086
17841;3087
17841;3088
17841;3089
17841;3090
17841;3091
17841;3092
17841;3093
17841;3094
17841;3095
17841;3096
17841;3097
17841;3098
17841;3099
17841;3100
17841;3101
17841;3102
17841;3103
17841;3104
17841;3105
17841;3106
17841;3107
17841;3108
17841;3109
17841;3110
17841;3111
17841;3112
17841;3113
17841;3114
17841;3115
17841;3116
17841;3117
17841;3118
17841;3119
17841;3120
17841;3121
17873;3122
17873;3123
17873;3124
17873;3125
17873;3126
17873;3127
17873;3128
17873;3129
17873;3130
13093;3131
13093;3132
13093;3133
13093;3134
13093;3135
13093;3136
13093;3137
13093;3138
13093;3139
13093;3140
13093;3141
13093;3142
13093;3143
12921;3144
12921;3145
12921;3146
12921;3147
12921;3148
12921;3149
12921;3150
12921;3151
12921;3152
12921;3153
12921;3154
12921;3155
12921;3156
12921;3157
12921;3158
13468;3159
13468;3160
13468;3161
13468;3162
13468;3163
13468;3164
13468;3165
13468;3166
13468;3167
13468;3168
13468;3169
13468;3170
13468;3171
13468;3172
13468;3173
13468;3174
13468;3175
13468;3176
17760;3177
17760;3178
17760;3179
17760;3180
17760;3181
17760;3182
17760;3183
17760;3184
17760;3185
13468;3186
13468;3187
16928;3188
16928;3189
16928;3190
16928;3191
16928;3192
16928;3193
16048;3194
16048;3195
16048;3196
16048;3197
16048;3198
16048;3199
16048;3200
16048;3201
16274;3202
16274;3203
16274;3204
16274;3205
16274;3206
16274;3207
16274;3208
16274;3209
16274;3210
16274;3211
16274;3212
16274;3213
16274;3214
16274;3215
16274;3216
16274;3217
16274;3218
16274;3219
16274;3220
16274;3221
16274;3222
16274;3223
16274;3224
16274;3225
16274;3226
16274;3227
16274;3228
16274;3229
16274;3230
16274;3231
16274;3232
16274;3233
16274;3234
16274;3235
16274;3236
16274;3237
16274;3238
16274;3239
16274;3240
16274;3241
16274;3242
16274;3243
16274;3244
16274;3245
16274;3246
16274;3247
16274;3248
16274;3249
16274;3250
16274;3251
16274;3252
16274;3253
16274;3254
16274;3255
16274;3256
16274;3257
16274;3258
16274;3259
16274;3260
16274;3261
16274;3262
16274;3263
16274;3264
16274;3265
16274;3266
16274;3267
16274;3268
14496;3269
14496;3270
14496;3271
14496;3272
14496;3273
14696;3274
14696;3275
14696;3276
14696;3277
14696;3278
14696;3279
14696;3280
14696;3281
14696;3282
14696;3283
14696;3284
14696;3285
14696;3286
14696;3287
14696;3288
14696;3289
14696;3290
14696;3291
16539;3292
16539;3293
16539;3294
16539;3295
16539;3296
16539;3297
16539;3298
16539;3299
16539;3300
16539;3301
16539;3302
16539;3303
16539;3304
16539;3305
16539;3306
16539;3307
16539;3308
16539;3309
16539;3310
16539;3311
16539;3312
17025;3313
17025;3314
17025;3315
17025;3316
17025;3317
13777;3318
13777;3319
13777;3320
13777;3321
13777;3322
13777;3323
13777;3324
13777;3325
13777;3326
13777;3327
13777;3328
13777;3329
13777;3330
13777;3331
13777;3332
13777;3333
13777;3334
13777;3335
13777;3336
13777;3337
13777;3338
13777;3339
13777;3340
13777;3341
13777;3342
13777;3343
13777;3344
13777;3345
17690;3346
17690;3347
17690;3348
